Timestamp,Value,,,,
04.11.2024 14:31,1964,461,,,
04.11.2024 14:31,1938,462,,,
04.11.2024 14:31,1940,463,,,
04.11.2024 14:31,1940,464,,,
04.11.2024 14:31,1943,465,,,
04.11.2024 14:31,1976,466,,,
04.11.2024 14:31,1974,467,,,
04.11.2024 14:31,1984,468,,,
04.11.2024 14:31,1987,469,,,
04.11.2024 14:31,1986,470,,,
04.11.2024 14:31,1985,471,,,
04.11.2024 14:31,1982,472,,,
04.11.2024 14:31,1980,473,,,
04.11.2024 14:31,1982,474,,,
04.11.2024 14:31,1983,475,,,
04.11.2024 14:31,1984,476,,,
04.11.2024 14:31,1983,477,,,
04.11.2024 14:31,1946,478,,,
04.11.2024 14:31,1942,479,,,
04.11.2024 14:31,1942,480,,,
04.11.2024 14:31,1944,481,,,
04.11.2024 14:31,1953,482,,,
04.11.2024 14:31,1964,483,,,
04.11.2024 14:31,1963,484,,,
04.11.2024 14:31,1969,485,,,
04.11.2024 14:31,1966,486,,,
04.11.2024 14:31,1968,487,,,
04.11.2024 14:31,1962,488,,,
04.11.2024 14:31,1965,489,,,
04.11.2024 14:31,1966,490,,,
04.11.2024 14:31,1965,491,,,
04.11.2024 14:31,1964,492,,,
04.11.2024 14:31,1929,493,,,
04.11.2024 14:31,1936,494,,,
04.11.2024 14:31,1937,495,,,
04.11.2024 14:31,1937,496,,,
04.11.2024 14:31,1941,497,,,
04.11.2024 14:31,1941,498,,,
04.11.2024 14:31,1945,499,,,
04.11.2024 14:31,1945,500,,,
04.11.2024 14:31,1944,501,,,
04.11.2024 14:31,1945,502,,,
04.11.2024 14:31,1945,503,,,
04.11.2024 14:31,1946,504,,,
04.11.2024 14:31,1945,505,,,
04.11.2024 14:31,1955,506,,,
04.11.2024 14:31,1972,507,,,
04.11.2024 14:31,1978,508,,,
04.11.2024 14:31,1980,509,,,
04.11.2024 14:31,1983,510,,,
04.11.2024 14:31,1984,511,,,
04.11.2024 14:31,1984,512,,,
04.11.2024 14:31,1982,513,,,
04.11.2024 14:31,1980,514,,,
04.11.2024 14:31,1979,515,,,
04.11.2024 14:31,1978,516,,,
04.11.2024 14:31,1979,517,,,
04.11.2024 14:31,1980,518,,,
04.11.2024 14:31,1967,519,,,
04.11.2024 14:31,1965,520,,,
04.11.2024 14:31,1965,521,,,
04.11.2024 14:31,1961,522,,,
04.11.2024 14:31,1959,523,,,
04.11.2024 14:31,1961,524,,,
04.11.2024 14:31,1935,525,,,
04.11.2024 14:31,1939,526,,,
04.11.2024 14:31,1940,527,,,
04.11.2024 14:31,1940,528,,,
04.11.2024 14:31,1939,529,,,
04.11.2024 14:31,1940,530,,,
04.11.2024 14:31,1943,531,,,
04.11.2024 14:31,1945,532,,,
04.11.2024 14:31,1953,533,,,
04.11.2024 14:31,1964,534,,,
04.11.2024 14:31,1963,535,,,
04.11.2024 14:31,1960,536,,,
04.11.2024 14:31,1959,537,,,
04.11.2024 14:31,1964,538,,,
04.11.2024 14:31,1965,539,,,
04.11.2024 14:31,1964,540,,,
04.11.2024 14:31,1967,541,,,
04.11.2024 14:31,1960,542,,,
04.11.2024 14:31,1965,543,,,
04.11.2024 14:31,1963,544,,,
04.11.2024 14:31,1968,545,,,
04.11.2024 14:31,1961,546,,,
04.11.2024 14:31,1965,547,,,
04.11.2024 14:31,1964,548,,,
04.11.2024 14:31,1965,549,,,
04.11.2024 14:31,1963,550,,,
04.11.2024 14:31,1938,551,,,
04.11.2024 14:31,1930,552,,,
04.11.2024 14:31,1952,553,,,
04.11.2024 14:31,1959,554,,,
04.11.2024 14:31,1963,555,,,
04.11.2024 14:31,1967,556,,,
04.11.2024 14:31,1944,557,,,
04.11.2024 14:31,1932,558,,1932,"1932,"
04.11.2024 14:31,1935,559,,1935,"1935,"
04.11.2024 14:31,1937,560,,1937,"1937,"
04.11.2024 14:31,1956,561,,1956,"1956,"
04.11.2024 14:31,1954,562,,1954,"1954,"
04.11.2024 14:31,1961,563,,1961,"1961,"
04.11.2024 14:31,1964,564,,1964,"1964,"
04.11.2024 14:31,1963,565,,1963,"1963,"
04.11.2024 14:31,1965,566,,1965,"1965,"
04.11.2024 14:31,1964,567,,1964,"1964,"
04.11.2024 14:31,1967,568,,1967,"1967,"
04.11.2024 14:31,1965,569,,1965,"1965,"
04.11.2024 14:31,1962,570,,1962,"1962,"
04.11.2024 14:31,1966,571,,1966,"1966,"
04.11.2024 14:31,1965,572,,1965,"1965,"
04.11.2024 14:31,1965,573,,1965,"1965,"
04.11.2024 14:31,1963,574,,1963,"1963,"
04.11.2024 14:31,1935,575,,1935,"1935,"
04.11.2024 14:31,1932,576,,1932,"1932,"
04.11.2024 14:31,1935,577,,1935,"1935,"
04.11.2024 14:31,1935,578,,1935,"1935,"
04.11.2024 14:31,1938,579,,1938,"1938,"
04.11.2024 14:31,1942,580,,1942,"1942,"
04.11.2024 14:31,1962,581,,1962,"1962,"
04.11.2024 14:31,1960,582,,1960,"1960,"
04.11.2024 14:31,1963,583,,1963,"1963,"
04.11.2024 14:31,1967,584,,1967,"1967,"
04.11.2024 14:31,1961,585,,1961,"1961,"
04.11.2024 14:31,1966,586,,1966,"1966,"
04.11.2024 14:31,1937,587,,1937,"1937,"
04.11.2024 14:31,1941,588,,1941,"1941,"
04.11.2024 14:31,1942,589,,1942,"1942,"
04.11.2024 14:31,1943,590,,1943,"1943,"
04.11.2024 14:31,1970,591,,1970,"1970,"
04.11.2024 14:31,1976,592,,1976,"1976,"
04.11.2024 14:31,1980,593,,1980,"1980,"
04.11.2024 14:31,1982,594,,1982,"1982,"
04.11.2024 14:31,1980,595,,1980,"1980,"
04.11.2024 14:31,1982,596,,1982,"1982,"
04.11.2024 14:31,1982,597,,1982,"1982,"
04.11.2024 14:31,1983,598,,1983,"1983,"
04.11.2024 14:31,1984,599,,1984,"1984,"
04.11.2024 14:31,1982,600,,1982,"1982,"
04.11.2024 14:31,1979,601,,1979,"1979,"
04.11.2024 14:31,1980,602,,1980,"1980,"
04.11.2024 14:31,1955,603,,1955,"1955,"
04.11.2024 14:31,1946,604,,1946,"1946,"
04.11.2024 14:31,1942,605,,1942,"1942,"
04.11.2024 14:31,1944,606,,1944,"1944,"
04.11.2024 14:31,1949,607,,1949,"1949,"
04.11.2024 14:31,1962,608,,1962,"1962,"
04.11.2024 14:31,1959,609,,1959,"1959,"
04.11.2024 14:31,1968,610,,1968,"1968,"
04.11.2024 14:31,1969,611,,1969,"1969,"
04.11.2024 14:31,1964,612,,1964,"1964,"
04.11.2024 14:31,1965,613,,1965,"1965,"
04.11.2024 14:31,1968,614,,1968,"1968,"
04.11.2024 14:31,1966,615,,1966,"1966,"
04.11.2024 14:31,1966,616,,1966,"1966,"
04.11.2024 14:31,1963,617,,1963,"1963,"
04.11.2024 14:31,1938,618,,1938,"1938,"
04.11.2024 14:31,1934,619,,1934,"1934,"
04.11.2024 14:31,1938,620,,1938,"1938,"
04.11.2024 14:31,1938,621,,1938,"1938,"
04.11.2024 14:31,1933,622,,1933,"1933,"
04.11.2024 14:31,1938,623,,1938,"1938,"
04.11.2024 14:31,1942,624,,1942,"1942,"
04.11.2024 14:31,1942,625,,1942,"1942,"
04.11.2024 14:31,1943,626,,1943,"1943,"
04.11.2024 14:31,1943,627,,1943,"1943,"
04.11.2024 14:31,1943,628,,1943,"1943,"
04.11.2024 14:31,1946,629,,1946,"1946,"
04.11.2024 14:31,1946,630,,1946,"1946,"
04.11.2024 14:31,1966,631,,1966,"1966,"
04.11.2024 14:31,1972,632,,1972,"1972,"
04.11.2024 14:31,1980,633,,1980,"1980,"
04.11.2024 14:31,1980,634,,1980,"1980,"
04.11.2024 14:31,1980,635,,1980,"1980,"
04.11.2024 14:31,1980,636,,1980,"1980,"
04.11.2024 14:31,1982,637,,1982,"1982,"
04.11.2024 14:31,1984,638,,1984,"1984,"
04.11.2024 14:31,1985,639,,1985,"1985,"
04.11.2024 14:31,1984,640,,1984,"1984,"
04.11.2024 14:31,1985,641,,1985,"1985,"
04.11.2024 14:31,1985,642,,1985,"1985,"
04.11.2024 14:31,1989,643,,1989,"1989,"
04.11.2024 14:31,1971,644,,1971,"1971,"
04.11.2024 14:31,1966,645,,1966,"1966,"
04.11.2024 14:31,1966,646,,1966,"1966,"
04.11.2024 14:31,1965,647,,1965,"1965,"
04.11.2024 14:31,1963,648,,1963,"1963,"
04.11.2024 14:31,1953,649,,1953,"1953,"
04.11.2024 14:31,1938,650,,1938,"1938,"
04.11.2024 14:31,1940,651,,1940,"1940,"
04.11.2024 14:31,1941,652,,1941,"1941,"
04.11.2024 14:31,1942,653,,1942,"1942,"
04.11.2024 14:31,1931,654,,1931,"1931,"
04.11.2024 14:31,1942,655,,1942,"1942,"
04.11.2024 14:31,1942,656,,1942,"1942,"
04.11.2024 14:31,1948,657,,1948,"1948,"
04.11.2024 14:31,1957,658,,1957,"1957,"
04.11.2024 14:31,1961,659,,1961,"1961,"
04.11.2024 14:31,1965,660,,1965,"1965,"
04.11.2024 14:31,1963,661,,1963,"1963,"
04.11.2024 14:31,1964,662,,1964,"1964,"
04.11.2024 14:31,1965,663,,1965,"1965,"
04.11.2024 14:31,1963,664,,1963,"1963,"
04.11.2024 14:31,1966,665,,1966,"1966,"
04.11.2024 14:31,1962,666,,1962,"1962,"
04.11.2024 14:31,1964,667,,1964,"1964,"
04.11.2024 14:31,1964,668,,1964,"1964,"
04.11.2024 14:31,1966,669,,1966,"1966,"
04.11.2024 14:31,1960,670,,1960,"1960,"
04.11.2024 14:31,1965,671,,1965,"1965,"
04.11.2024 14:31,1964,672,,1964,"1964,"
04.11.2024 14:31,1966,673,,1966,"1966,"
04.11.2024 14:31,1962,674,,1962,"1962,"
04.11.2024 14:31,1942,675,,1942,"1942,"
04.11.2024 14:31,1928,676,,1928,"1928,"
04.11.2024 14:31,1951,677,,1951,"1951,"
04.11.2024 14:31,1959,678,,1959,"1959,"
04.11.2024 14:31,1963,679,,1963,"1963,"
04.11.2024 14:31,1966,680,,1966,"1966,"
04.11.2024 14:31,1941,681,,1941,"1941,"
04.11.2024 14:31,1929,682,,1929,"1929,"
04.11.2024 14:31,1933,683,,1933,"1933,"
04.11.2024 14:31,1938,684,,1938,"1938,"
